,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Monthly_Gross_Mil,Studio
0,Ran,12.0,2258921.0,497950.0,0.0,Rialto Pictures
0,The Third Man,12.0,592070.0,6064.0,0.0,Rialto Pictures
0,Grand Illusion,12.0,312601.0,10196.0,0.0,Rialto Pictures
0,Billy Liar,12.0,35609.0,1290.0,0.0,Rialto Pictures
0,Balthazar,12.0,39388.0,5468.0,0.0,Rialto Pictures
0,Godzilla: The Original Japa…,12.0,823501.0,3443.0,0.0,Rialto Pictures
0,Elevator to the Gallows,12.0,1530767.0,9150.0,0.0,Rialto Pictures
0,Classe Tous Risques,12.0,38232.0,2962.0,0.0,Rialto Pictures
0,Two Or Three Things I Know …,12.0,190065.0,35680.0,0.0,Rialto Pictures
0,Army of Shadows,12.0,1953938.0,23928.0,0.0,Rialto Pictures
0,Lola Montes,12.0,176551.0,4500.0,0.0,Rialto Pictures
0,The Passionate Thief,12.0,14006.0,14006.0,0.0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,12.0,41634.0,1197.0,0.0,Rialto Pictures
0,The Battle of Algiers,12.0,859093.0,544.0,0.0,Rialto Pictures
0,Ran,1.0,6509013.0,1317199.0,1.0,Rialto Pictures
0,The Battle of Algiers,1.0,943869.0,328018.0,0.0,Rialto Pictures
0,Classe Tous Risques,1.0,57006.0,18774.0,0.0,Rialto Pictures
0,Army of Shadows,1.0,2808728.0,45259.0,0.0,Rialto Pictures
0,Mafioso,1.0,135148.0,91064.0,0.0,Rialto Pictures
0,"Doulos, Le",1.0,82772.0,1200.0,0.0,Rialto Pictures
0,Last Year at Marienbad,1.0,81882.0,54987.0,0.0,Rialto Pictures
0,Lola Montes,1.0,390451.0,13571.0,0.0,Rialto Pictures
0,Made in U.S.A.,1.0,72387.0,52969.0,0.0,Rialto Pictures
0,Django,1.0,17543.0,3061.0,0.0,Rialto Pictures
0,Max et les ferrailleurs,1.0,33065.0,3891.0,0.0,Rialto Pictures
0,Hiroshima Mon Amour,1.0,89339.0,1406.0,0.0,Rialto Pictures
0,Le jour se leve,1.0,35321.0,1553.0,0.0,Rialto Pictures
0,The King and the Mockingbird,1.0,25950.0,528.0,0.0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,1.0,234569.0,20211.0,0.0,Rialto Pictures
0,Panic,1.0,40840.0,28416.0,0.0,Rialto Pictures
0,Contempt,6.0,191017.0,72017.0,0.0,Rialto Pictures
0,The Third Man,6.0,1291776.0,174899.0,0.0,Rialto Pictures
0,The Battle of Algiers,6.0,3088822.0,35357.0,0.0,Rialto Pictures
0,Godzilla: The Original Japa…,6.0,993634.0,52619.0,0.0,Rialto Pictures
0,Elevator to the Gallows,6.0,13367.0,13367.0,0.0,Rialto Pictures
0,The Fallen Idol,6.0,1250961.0,45832.0,0.0,Rialto Pictures
0,Army of Shadows,6.0,1546222.0,171620.0,0.0,Rialto Pictures
0,Classe Tous Risques,6.0,91049.0,1295.0,0.0,Rialto Pictures
0,Mafioso,6.0,1514763.0,38807.0,0.0,Rialto Pictures
0,"Doulos, Le",6.0,19138.0,19138.0,0.0,Rialto Pictures
0,Last Year at Marienbad,6.0,134473.0,958.0,0.0,Rialto Pictures
0,Z,6.0,117378.0,2317.0,0.0,Rialto Pictures
0,Made in U.S.A.,6.0,83441.0,439.0,0.0,Rialto Pictures
0,Brighton Rock,6.0,22003.0,22003.0,0.0,Rialto Pictures
0,Ran,6.0,437069.0,41113.0,0.0,Rialto Pictures
0,The Man Who Fell to Earth,6.0,10963.0,10963.0,0.0,Rialto Pictures
0,Tales of Hoffmann,6.0,91383.0,282.0,0.0,Rialto Pictures
0,The Things of Life,6.0,13302.0,13302.0,0.0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,6.0,136622.0,996.0,0.0,Rialto Pictures
0,Band of Outsiders,6.0,57374.0,2712.0,0.0,Rialto Pictures
0,The Boom,6.0,72016.0,32162.0,0.0,Rialto Pictures
0,The Hole,6.0,14962.0,12768.0,0.0,Rialto Pictures
0,Contempt,7.0,941911.0,217226.0,0.0,Rialto Pictures
0,Nights of Cabiria,7.0,1044196.0,333827.0,0.0,Rialto Pictures
0,The Third Man,7.0,5249119.0,348046.0,0.0,Rialto Pictures
0,The Battle of Algiers,7.0,1590225.0,17023.0,0.0,Rialto Pictures
0,Godzilla: The Original Japa…,7.0,1655203.0,79244.0,0.0,Rialto Pictures
0,Elevator to the Gallows,7.0,427585.0,58368.0,0.0,Rialto Pictures
0,Masculine Feminine,7.0,583671.0,11084.0,0.0,Rialto Pictures
0,The Fallen Idol,7.0,1322932.0,14057.0,0.0,Rialto Pictures
0,Army of Shadows,7.0,1735959.0,93924.0,0.0,Rialto Pictures
0,Classe Tous Risques,7.0,188853.0,4364.0,0.0,Rialto Pictures
0,Fanfan La Tulipe,7.0,30941.0,20821.0,0.0,Rialto Pictures
0,"Doulos, Le",7.0,39369.0,20231.0,0.0,Rialto Pictures
0,Mafioso,7.0,1190374.0,4970.0,0.0,Rialto Pictures
0,Last Year at Marienbad,7.0,137906.0,3433.0,0.0,Rialto Pictures
0,Made in U.S.A.,7.0,174472.0,4802.0,0.0,Rialto Pictures
0,Z,7.0,283970.0,13602.0,0.0,Rialto Pictures
0,Ran,7.0,391460.0,9856.0,0.0,Rialto Pictures
0,The Man Who Fell to Earth,7.0,199059.0,40130.0,0.0,Rialto Pictures
0,Went the Day Well,7.0,69091.0,5279.0,0.0,Rialto Pictures
0,The Things of Life,7.0,21652.0,8350.0,0.0,Rialto Pictures
0,Band of Outsiders,7.0,102839.0,6731.0,0.0,Rialto Pictures
0,The Boom,7.0,118924.0,9576.0,0.0,Rialto Pictures
0,The Hole,7.0,43274.0,9200.0,0.0,Rialto Pictures
0,That Most Important Thing,7.0,37947.0,15309.0,0.0,Rialto Pictures
0,Contempt,8.0,544120.0,69697.0,0.0,Rialto Pictures
0,Nights of Cabiria,8.0,1447988.0,192563.0,0.0,Rialto Pictures
0,The Third Man,8.0,5206181.0,168993.0,0.0,Rialto Pictures
0,Grand Illusion,8.0,314084.0,105662.0,0.0,Rialto Pictures
0,Ran,8.0,471628.0,98644.0,0.0,Rialto Pictures
0,Fanfan La Tulipe,8.0,25340.0,4519.0,0.0,Rialto Pictures
0,Godzilla: The Original Japa…,8.0,1485685.0,32155.0,0.0,Rialto Pictures
0,The Battle of Algiers,8.0,2430039.0,9388.0,0.0,Rialto Pictures
0,Masculine Feminine,8.0,199577.0,1627.0,0.0,Rialto Pictures
0,Elevator to the Gallows,8.0,1388249.0,142123.0,0.0,Rialto Pictures
0,The Fallen Idol,8.0,376437.0,12222.0,0.0,Rialto Pictures
0,Army of Shadows,8.0,2825673.0,69321.0,0.0,Rialto Pictures
0,"Doulos, Le",8.0,123952.0,10284.0,0.0,Rialto Pictures
0,Last Year at Marienbad,8.0,143381.0,2210.0,0.0,Rialto Pictures
0,Brighton Rock,8.0,58354.0,11763.0,0.0,Rialto Pictures
0,Made in U.S.A.,8.0,187963.0,4601.0,0.0,Rialto Pictures
0,Z,8.0,156424.0,3794.0,0.0,Rialto Pictures
0,The Man Who Fell to Earth,8.0,253654.0,21870.0,0.0,Rialto Pictures
0,Went the Day Well,8.0,39523.0,4009.0,0.0,Rialto Pictures
