,Film,Month,Monthly_Cume_Gross,Monthly_Gross,Monthly_Gross_Mil,Studio
0,Ran,12,2258921,497950,0,Rialto Pictures
0,The Third Man,12,592070,6064,0,Rialto Pictures
0,Grand Illusion,12,312601,10196,0,Rialto Pictures
0,Billy Liar,12,35609,1290,0,Rialto Pictures
0,Balthazar,12,39388,5468,0,Rialto Pictures
0,Godzilla: The Original Japa…,12,823501,3443,0,Rialto Pictures
0,Elevator to the Gallows,12,1530767,9150,0,Rialto Pictures
0,Classe Tous Risques,12,38232,2962,0,Rialto Pictures
0,Two Or Three Things I Know …,12,190065,35680,0,Rialto Pictures
0,Army of Shadows,12,1953938,23928,0,Rialto Pictures
0,Lola Montes,12,176551,4500,0,Rialto Pictures
0,The Passionate Thief,12,14006,14006,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,12,41634,1197,0,Rialto Pictures
0,The Battle of Algiers,12,859093,544,0,Rialto Pictures
0,Ran,1,6509013,1317199,1,Rialto Pictures
0,The Battle of Algiers,1,943869,328018,0,Rialto Pictures
0,Classe Tous Risques,1,57006,18774,0,Rialto Pictures
0,Army of Shadows,1,2808728,45259,0,Rialto Pictures
0,Mafioso,1,135148,91064,0,Rialto Pictures
0,"Doulos, Le",1,82772,1200,0,Rialto Pictures
0,Last Year at Marienbad,1,81882,54987,0,Rialto Pictures
0,Lola Montes,1,390451,13571,0,Rialto Pictures
0,Made in U.S.A.,1,72387,52969,0,Rialto Pictures
0,Django,1,17543,3061,0,Rialto Pictures
0,Max et les ferrailleurs,1,33065,3891,0,Rialto Pictures
0,Hiroshima Mon Amour,1,89339,1406,0,Rialto Pictures
0,Le jour se leve,1,35321,1553,0,Rialto Pictures
0,The King and the Mockingbird,1,25950,528,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,1,234569,20211,0,Rialto Pictures
0,Panic,1,40840,28416,0,Rialto Pictures
0,Contempt,6,191017,72017,0,Rialto Pictures
0,The Third Man,6,1291776,174899,0,Rialto Pictures
0,The Battle of Algiers,6,3088822,35357,0,Rialto Pictures
0,Godzilla: The Original Japa…,6,993634,52619,0,Rialto Pictures
0,Elevator to the Gallows,6,13367,13367,0,Rialto Pictures
0,The Fallen Idol,6,1250961,45832,0,Rialto Pictures
0,Army of Shadows,6,1546222,171620,0,Rialto Pictures
0,Classe Tous Risques,6,91049,1295,0,Rialto Pictures
0,Mafioso,6,1514763,38807,0,Rialto Pictures
0,"Doulos, Le",6,19138,19138,0,Rialto Pictures
0,Last Year at Marienbad,6,134473,958,0,Rialto Pictures
0,Z,6,117378,2317,0,Rialto Pictures
0,Made in U.S.A.,6,83441,439,0,Rialto Pictures
0,Brighton Rock,6,22003,22003,0,Rialto Pictures
0,Ran,6,437069,41113,0,Rialto Pictures
0,The Man Who Fell to Earth,6,10963,10963,0,Rialto Pictures
0,Tales of Hoffmann,6,91383,282,0,Rialto Pictures
0,The Things of Life,6,13302,13302,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,6,136622,996,0,Rialto Pictures
0,Band of Outsiders,6,57374,2712,0,Rialto Pictures
0,The Boom,6,72016,32162,0,Rialto Pictures
0,The Hole,6,14962,12768,0,Rialto Pictures
0,Contempt,7,941911,217226,0,Rialto Pictures
0,Nights of Cabiria,7,1044196,333827,0,Rialto Pictures
0,The Third Man,7,5249119,348046,0,Rialto Pictures
0,The Battle of Algiers,7,1590225,17023,0,Rialto Pictures
0,Godzilla: The Original Japa…,7,1655203,79244,0,Rialto Pictures
0,Elevator to the Gallows,7,427585,58368,0,Rialto Pictures
0,Masculine Feminine,7,583671,11084,0,Rialto Pictures
0,The Fallen Idol,7,1322932,14057,0,Rialto Pictures
0,Army of Shadows,7,1735959,93924,0,Rialto Pictures
0,Classe Tous Risques,7,188853,4364,0,Rialto Pictures
0,Fanfan La Tulipe,7,30941,20821,0,Rialto Pictures
0,"Doulos, Le",7,39369,20231,0,Rialto Pictures
0,Mafioso,7,1190374,4970,0,Rialto Pictures
0,Last Year at Marienbad,7,137906,3433,0,Rialto Pictures
0,Made in U.S.A.,7,174472,4802,0,Rialto Pictures
0,Z,7,283970,13602,0,Rialto Pictures
0,Ran,7,391460,9856,0,Rialto Pictures
0,The Man Who Fell to Earth,7,199059,40130,0,Rialto Pictures
0,Went the Day Well,7,69091,5279,0,Rialto Pictures
0,The Things of Life,7,21652,8350,0,Rialto Pictures
0,Band of Outsiders,7,102839,6731,0,Rialto Pictures
0,The Boom,7,118924,9576,0,Rialto Pictures
0,The Hole,7,43274,9200,0,Rialto Pictures
0,That Most Important Thing,7,37947,15309,0,Rialto Pictures
0,Contempt,8,544120,69697,0,Rialto Pictures
0,Nights of Cabiria,8,1447988,192563,0,Rialto Pictures
0,The Third Man,8,5206181,168993,0,Rialto Pictures
0,Grand Illusion,8,314084,105662,0,Rialto Pictures
0,Ran,8,471628,98644,0,Rialto Pictures
0,Fanfan La Tulipe,8,25340,4519,0,Rialto Pictures
0,Godzilla: The Original Japa…,8,1485685,32155,0,Rialto Pictures
0,The Battle of Algiers,8,2430039,9388,0,Rialto Pictures
0,Masculine Feminine,8,199577,1627,0,Rialto Pictures
0,Elevator to the Gallows,8,1388249,142123,0,Rialto Pictures
0,The Fallen Idol,8,376437,12222,0,Rialto Pictures
0,Army of Shadows,8,2825673,69321,0,Rialto Pictures
0,"Doulos, Le",8,123952,10284,0,Rialto Pictures
0,Last Year at Marienbad,8,143381,2210,0,Rialto Pictures
0,Brighton Rock,8,58354,11763,0,Rialto Pictures
0,Made in U.S.A.,8,187963,4601,0,Rialto Pictures
0,Z,8,156424,3794,0,Rialto Pictures
0,The Man Who Fell to Earth,8,253654,21870,0,Rialto Pictures
0,Went the Day Well,8,39523,4009,0,Rialto Pictures
0,Max et les ferrailleurs,8,49619,29174,0,Rialto Pictures
0,Forbidden Games,8,19889,5283,0,Rialto Pictures
0,Band of Outsiders,8,38004,1706,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,8,137722,191,0,Rialto Pictures
0,That Most Important Thing,8,16287,978,0,Rialto Pictures
0,The Boom,8,129071,1762,0,Rialto Pictures
0,The Third Man,5,221259,88227,0,Rialto Pictures
0,The Battle of Algiers,5,2908811,60127,0,Rialto Pictures
0,Godzilla: The Original Japa…,5,1107344,244541,0,Rialto Pictures
0,Masculine Feminine,5,660565,8521,0,Rialto Pictures
0,Army of Shadows,5,512366,181031,0,Rialto Pictures
0,The Fallen Idol,5,342152,29737,0,Rialto Pictures
0,Two Or Three Things I Know …,5,104038,1134,0,Rialto Pictures
0,Mafioso,5,1303838,49394,0,Rialto Pictures
0,Last Year at Marienbad,5,384424,11102,0,Rialto Pictures
0,Contempt,5,118407,1829,0,Rialto Pictures
0,Z,5,106802,11677,0,Rialto Pictures
0,Made in U.S.A.,5,165368,1371,0,Rialto Pictures
0,Ran,5,276597,8051,0,Rialto Pictures
0,Went the Day Well,5,42813,29954,0,Rialto Pictures
0,Forbidden Games,5,14606,753,0,Rialto Pictures
0,Tales of Hoffmann,5,86807,666,0,Rialto Pictures
0,Band of Outsiders,5,77511,26855,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,5,405579,1496,0,Rialto Pictures
0,Panic,5,38720,5213,0,Rialto Pictures
0,The Third Man,9,5033742,94066,0,Rialto Pictures
0,Grand Illusion,9,782006,73865,0,Rialto Pictures
0,Ran,9,808102,49561,0,Rialto Pictures
0,Band of Outsiders,9,228401,21008,0,Rialto Pictures
0,The Battle of Algiers,9,1628404,3778,0,Rialto Pictures
0,Godzilla: The Original Japa…,9,778133,2955,0,Rialto Pictures
0,Masculine Feminine,9,200087,510,0,Rialto Pictures
0,Elevator to the Gallows,9,2528500,109621,0,Rialto Pictures
0,The Fallen Idol,9,136554,5720,0,Rialto Pictures
0,Army of Shadows,9,3660183,77187,0,Rialto Pictures
0,"Doulos, Le",9,75586,13094,0,Rialto Pictures
0,Contempt,9,153619,2470,0,Rialto Pictures
0,Z,9,164982,2408,0,Rialto Pictures
0,Brighton Rock,9,46466,11390,0,Rialto Pictures
0,The Man Who Fell to Earth,9,238379,9454,0,Rialto Pictures
0,Rififi,9,154611,40618,0,Rialto Pictures
0,The Things of Life,9,24496,2844,0,Rialto Pictures
0,The Night,9,94427,33908,0,Rialto Pictures
0,The Boom,9,195348,7454,0,Rialto Pictures
0,The Hole,9,27941,3055,0,Rialto Pictures
0,The Third Man,10,3719981,52878,0,Rialto Pictures
0,Grand Illusion,10,1227848,40664,0,Rialto Pictures
0,Ran,10,1044370,64836,0,Rialto Pictures
0,Band of Outsiders,10,348643,8148,0,Rialto Pictures
0,Balthazar,10,14635,14635,0,Rialto Pictures
0,Hearts and Minds,10,40466,26981,0,Rialto Pictures
0,Elevator to the Gallows,10,232571,5270,0,Rialto Pictures
0,Army of Shadows,10,3227620,15244,0,Rialto Pictures
0,Fanfan La Tulipe,10,30590,5250,0,Rialto Pictures
0,The Fallen Idol,10,479293,5837,0,Rialto Pictures
0,"Doulos, Le",10,159816,5986,0,Rialto Pictures
0,Lola Montes,10,167416,57218,0,Rialto Pictures
0,Hiroshima Mon Amour,10,158386,69303,0,Rialto Pictures
0,Rififi,10,189789,6734,0,Rialto Pictures
0,The Battle of Algiers,10,1694278,36691,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,10,138148,426,0,Rialto Pictures
0,Ran,11,1150647,32245,0,Rialto Pictures
0,Billy Liar,11,51518,34319,0,Rialto Pictures
0,Band of Outsiders,11,182857,2012,0,Rialto Pictures
0,Hearts and Minds,11,28287,1306,0,Rialto Pictures
0,Elevator to the Gallows,11,1128129,21965,0,Rialto Pictures
0,Classe Tous Risques,11,53785,35270,0,Rialto Pictures
0,Army of Shadows,11,2598668,17083,0,Rialto Pictures
0,Two Or Three Things I Know …,11,58546,39128,0,Rialto Pictures
0,Lola Montes,11,80046,15296,0,Rialto Pictures
0,The Man in the White Suit,11,3874,3874,0,Rialto Pictures
0,Port of Shadows,11,18275,4879,0,Rialto Pictures
0,The Third Man,11,895039,4666,0,Rialto Pictures
0,The Things of Life,11,50461,464,0,Rialto Pictures
0,Rififi,11,216153,6937,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,11,72118,34074,0,Rialto Pictures
0,The Battle of Algiers,11,1760478,2669,0,Rialto Pictures
0,The Night,11,72047,2185,0,Rialto Pictures
0,The Fallen Idol,11,198324,1030,0,Rialto Pictures
0,Ran,3,923464,38567,0,Rialto Pictures
0,The Battle of Algiers,3,2316603,81934,0,Rialto Pictures
0,Masculine Feminine,3,507269,43174,0,Rialto Pictures
0,The Fallen Idol,3,213796,18045,0,Rialto Pictures
0,Classe Tous Risques,3,150660,7751,0,Rialto Pictures
0,Mafioso,3,1072789,64798,0,Rialto Pictures
0,Army of Shadows,3,3646971,16887,0,Rialto Pictures
0,Two Or Three Things I Know …,3,355950,16925,0,Rialto Pictures
0,Contempt,3,142983,64859,0,Rialto Pictures
0,Last Year at Marienbad,3,82165,10042,0,Rialto Pictures
0,Lola Montes,3,238376,3055,0,Rialto Pictures
0,Z,3,82592,37026,0,Rialto Pictures
0,Made in U.S.A.,3,71097,2971,0,Rialto Pictures
0,Public Speaking,3,71291,16643,0,Rialto Pictures
0,Journal d'un curÃ© de campagne,3,64602,21607,0,Rialto Pictures
0,Alphaville,3,51651,4237,0,Rialto Pictures
0,Tales of Hoffmann,3,178488,67385,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,3,510881,12638,0,Rialto Pictures
0,The Battle of Algiers,2,1786665,199083,0,Rialto Pictures
0,Masculine Feminine,2,238379,99824,0,Rialto Pictures
0,The Fallen Idol,2,103091,45121,0,Rialto Pictures
0,Classe Tous Risques,2,132715,12975,0,Rialto Pictures
0,Mafioso,2,647145,88705,0,Rialto Pictures
0,Army of Shadows,2,2858483,9506,0,Rialto Pictures
0,Two Or Three Things I Know …,2,159895,7991,0,Rialto Pictures
0,Made in U.S.A.,2,194944,14217,0,Rialto Pictures
0,Lola Montes,2,332535,12387,0,Rialto Pictures
0,Ran,2,77190,60742,0,Rialto Pictures
0,Public Speaking,2,21760,17020,0,Rialto Pictures
0,Journal d'un curÃ© de campagne,2,14908,14908,0,Rialto Pictures
0,Port of Shadows,2,22542,4267,0,Rialto Pictures
0,Django,2,19391,1848,0,Rialto Pictures
0,Alphaville,2,51750,19555,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,2,331297,55196,0,Rialto Pictures
0,Panic,2,62931,3753,0,Rialto Pictures
0,The Battle of Algiers,4,3331690,78365,0,Rialto Pictures
0,Masculine Feminine,4,614215,16942,0,Rialto Pictures
0,The Fallen Idol,4,148972,11920,0,Rialto Pictures
0,Classe Tous Risques,4,79023,1291,0,Rialto Pictures
0,Army of Shadows,4,1506166,32864,0,Rialto Pictures
0,Mafioso,4,1127243,56891,0,Rialto Pictures
0,Two Or Three Things I Know …,4,102904,2817,0,Rialto Pictures
0,Contempt,4,162522,23876,0,Rialto Pictures
0,Last Year at Marienbad,4,343603,12919,0,Rialto Pictures
0,Made in U.S.A.,4,241577,10008,0,Rialto Pictures
0,Z,4,89910,8580,0,Rialto Pictures
0,Ran,4,332978,16890,0,Rialto Pictures
0,Public Speaking,4,85555,1821,0,Rialto Pictures
0,Journal d'un curÃ© de campagne,4,46979,10464,0,Rialto Pictures
0,Un flic,4,5841,5841,0,Rialto Pictures
0,The Little Soldier,4,18002,1994,0,Rialto Pictures
0,Alphaville,4,28845,2200,0,Rialto Pictures
0,Tales of Hoffmann,4,303901,17596,0,Rialto Pictures
0,The Passionate Thief,4,60368,9898,0,Rialto Pictures
0,Forbidden Games,4,6901,6901,0,Rialto Pictures
0,Ingrid Bergman - In Her Own…,4,400000,2400,0,Rialto Pictures
